cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,RA,DEC,SIDEPROB,FPEAK,FINT,RMS,MAJOR,MINOR,POSANG,FITTED_MAJOR,FITTED_MINOR,FITTED_POSANG,FLDNAME,NSDSS,SDSS_SEP,SDSS_MAG,SDSS_CLASS,NTMASS,TMASS_SEP,TMASS_MAG,YEAR,MJD,MJDRMS,MJDSTART,MJDSTOP,Separation
ACT-CLJ0839.5-0150,95.0,104.0,2.0,3.0,129.9170181811995,-1.8763286169158986,8.592559830680204E-4,0.0034218280739205186,94.99999840921274,103.99999949230818,2.999997857403516,2.9999984289860318,0.0,-1.3196269680151335E-6,12.940087807118271,94.54930712729113,104.19749860803006,2.3826724743773395,2.850196067118181,-0.26745643526447604,-0.005793087701616733,15.475653648376465,0.0,5.913490895181894E-4,2.5097746402025223E-4,111.0,ACT-CLJ0839.5-0150,3.114800897855E-4,0.9338379171238436,-0.0011014858573108,0.0047643096038953,3085.4859953815185,-0.0202552416406746,1.0087352599504062,20.0,129.91623590086883,-1.8747972809356437,0.031924523,1.83,2.2701266,0.19467472,3.37,2.45,171.4,7.23,5.94,177.3,08390-01440G,2,0.637455,19.95602,g,0,99.0,99.0,1998.6609,2451055.703953493,0.5006280348784793,2451055.1608217596,2451056.201608797,6.189798666511986
ACT-CLJ0839.5-0150,71.0,171.0,2.0,3.0,129.93035759962282,-1.8391060771178425,8.866655619213469E-4,0.0016365768204198963,70.99999988502383,170.9999996916491,2.999999177048236,2.999999248661423,0.0,-3.5742859219071203E-7,7.091550155279264,71.39416522111686,170.70054927575183,2.133097770052429,2.537223239652368,-0.5972287292489756,-0.0028321853441315792,8.564669609069824,0.0,-9.117425070144236E-4,2.4107939680106938E-4,111.0,ACT-CLJ0839.5-0150,3.114800897855E-4,0.9338379171238436,-0.0011014858573108,0.0047643096038953,3085.4859953815185,-0.0202552416406746,1.0087352599504062,20.0,129.9294454867236,-1.8377610070480728,0.10910944,1.48,0.91447157,0.1942121,0.0,0.0,122.0,5.23,4.08,163.9,08390-01440G,2,0.2671666,21.904852,g,0,99.0,99.0,1998.66,2451055.4079891425,1.2062097880890554,2451050.2221527784,2451056.201608797,5.849647950452378
ACT-CLJ0849.6-0051,105.0,52.0,4.0,5.0,132.45069231336876,-0.9175696728083812,0.0012012812738696865,0.003757967901201344,104.99999868767438,51.99999947525752,3.000001414438925,2.9999995154558055,0.0,8.596732538836128E-6,3.115470863183433,102.62694335492138,52.03362578801051,13.134478932851309,3.224050034404674,0.09967541472994196,0.004334977332171521,6.05438756942749,0.0,0.0012897211126983166,6.434090901166201E-4,119.0,ACT-CLJ0849.6-0051,3.231989498823E-4,0.9628359532576304,0.0572989306105224,0.0114320554835759,3087.910073322503,0.008379052576378,1.0180715406835592,20.0,132.44723079970873,-0.9156999832483376,0.014053002,7.62,7.392537,0.1507062,0.91,0.0,161.4,6.44,5.2,176.2,08510-00520G,1,3.1338522,21.371887,s,0,99.0,99.0,1998.6584,2451054.8181972993,14.412235416022712,2451042.2506250003,2451076.1680555562,14.161664868905108
ACT-CLJ0856.5+0143,108.0,60.0,2.0,4.0,134.1600480853297,1.6670047965938517,0.0011190688424944422,0.003950002922291946,107.99999972269295,59.99999946232996,3.0000002844162585,2.999999910535612,0.0,7.148035241540501E-6,5.71824045277439,108.81084483386887,59.90554437819751,3.820041696125418,2.205886333010388,0.23544445889336324,-0.007723064613605048,7.448184490203857,0.0,-7.430875848513097E-5,6.410517962649465E-4,127.0,ACT-CLJ0856.5+0143,3.603975135523E-4,1.014626949669171,0.0155606257769758,0.0,2891.144520596593,-0.0344910023053716,1.0827137993952054,20.0,134.1605700926281,1.6668750100996428,0.014053002,6.33,6.965082,0.14170548,2.27,1.13,106.8,6.53,5.82,172.9,08570+01440G,1,0.47184664,18.753283,s,0,99.0,99.0,1998.5641,2451020.384257452,0.17096003954991618,2451020.348206019,2451021.2673495375,1.9356673810391034
ACT-CLJ0901.5+0301,214.0,113.0,6.0,7.0,135.357332716396,2.9901645504559355,6.927917012185637E-4,0.0030578720245448337,213.99999947199106,112.99999998417417,3.0000006426116803,3.0000003473461425,0.0,4.763336251646747E-6,11.37270766847687,213.27341482441636,113.4336957939108,3.6409407651907215,3.640623785787121,0.047377540634935815,0.006086117246024652,13.12002182006836,0.0,-3.1902914633974433E-4,2.0030455198138952E-4,131.0,ACT-CLJ0901.5+0301,3.31450180865E-4,1.0435695794256576,0.0295637392649715,0.0,3014.231956140972,-0.0033177262617367,1.0455342249098412,20.0,135.35738315975442,2.9902943846720174,0.08898385,5.5,8.181905,0.15595376,6.99,0.49,4.8,9.48,5.43,3.9,09000+03020G,1,3.7739086,16.926413,g,1,4.061214,14.761,1998.5314,2451008.4367972156,2.0535880750120543,2451005.314872686,2451012.34894676,0.5013513054248013
ACT-CLJ0905.6+0434,133.0,140.0,2.0,3.0,136.432040616144,4.56221235415048,3.5294968132132794E-4,0.0030650234897715697,132.99999999980508,139.99999999987142,2.9999999997550444,2.999999999930336,0.0,-8.004338563530067E-7,16.378213685239228,132.70075521679098,139.88045877205616,2.3157422702949124,3.097821366235178,-0.3016294817774317,-0.012979121980452745,18.955028533935547,0.0,1.1734686268027872E-4,1.7868253053165972E-4,136.0,ACT-CLJ0905.6+0434,4.288220765129E-4,1.0171465491660616,-0.0402497426443274,0.0038119198734442,3114.1662916932146,-0.0270036847691048,1.0019479285642816,20.0,136.43171727468405,4.563116622683527,0.014053002,7.72,8.464096,0.15449241,1.78,1.59,179.7,5.69,5.63,179.7,09060+04464I,1,0.68929696,18.402687,s,1,0.9172857,15.671,2000.5254,2451736.7788718664,185.29967952917198,2451588.69425926,2451968.6979166674,3.4559806466531855
ACT-CLJ0914.7+0011,214.0,263.0,2.0,6.0,138.6667132752466,0.24701058424539882,0.0011014979717602047,0.0027608156606581963,213.99999984323907,263.00000002274624,3.000000457942584,3.000000435014203,0.0,2.2199847846366497E-6,4.235068132675856,213.0907258865728,262.98200149532676,6.215938844254751,2.9576895344124816,0.8636137365767182,-0.004095710031362316,4.959876537322998,0.0,-0.001188845606520772,4.345653869677335E-4,141.0,ACT-CLJ0914.7+0011,2.600945363421E-4,0.9828504364408244,0.0574606614480742,0.0,3658.432312919856,0.003895740663812,0.9328073441983216,20.0,138.66714256738086,0.24728611844623896,0.014053002,29.47,31.386257,0.18114272,1.68,1.29,142.9,6.59,5.59,177.4,09150+00260R,3,0.15550554,18.336523,g,0,99.0,99.0,1998.6091,2451036.8304074896,0.9204266353192534,2451036.237094908,2451038.284143519,1.8363790314588122
ACT-CLJ0914.7+0011,132.0,81.0,2.0,6.0,138.71226913249563,0.14589952310237722,8.375356296562893E-4,8.264948159391886E-4,131.99999999318382,81.0000000058406,3.0000000042057633,3.00000001766657,0.0,3.251586001487347E-6,3.7105949051893328,131.96524218001915,81.94915626181007,2.5500747912843575,4.021208661963778,-0.3187672568318554,-0.001710922837384254,3.13379168510437,0.0,-2.924668660853058E-5,2.0194014359731227E-4,141.0,ACT-CLJ0914.7+0011,2.600945363421E-4,0.9828504364408244,0.0574606614480742,0.0,3658.432312919856,0.003895740663812,0.9328073441983216,20.0,138.7125769857398,0.1473833293546293,0.014053002,14.2,14.515555,0.1565406,1.15,0.6,174.0,6.5,5.43,179.5,09150+00000G,1,0.105442286,21.333422,s,0,99.0,99.0,1998.6117,2451037.7479449315,0.8951518821899083,2451036.237094908,2451038.284143519,5.4554599947113385
ACT-CLJ0918.7+0211,139.0,224.0,2.0,3.0,139.70240837594753,2.223567539496306,6.412015332254187E-4,0.0026510627099730877,138.99999981627784,223.99999966870388,2.9999990946779107,2.9999991841024105,0.0,-9.608257568330838E-7,17.026945177950598,139.248528441785,224.04203325193126,2.3989003101168973,2.711146840751273,0.7705717397761058,-0.022912443199770868,19.531387329101562,0.0,-9.036513074534014E-5,1.436484744772315E-4,146.0,ACT-CLJ0918.7+0211,3.007708825964E-4,1.020027343618219,-0.0039020515877896,0.0,3125.505815658435,-0.0568171799171884,1.013513304547658,20.0,139.70246264177138,2.222788802402035,0.014053002,5.38,5.516336,0.15223993,1.31,0.49,147.2,6.5,5.46,176.9,09180+02100G,2,0.22967444,19.044706,s,1,0.09645158,15.369,1998.5507,2451015.4811579026,1.7824157731641925,2451013.3582638893,2451018.3990625003,2.8102417442231973
ACT-CLJ0922.1-0027,117.0,172.0,4.0,5.0,140.56580278973715,-0.45515072438428106,4.4697610970570066E-4,5.924664596948601E-4,116.99999995737006,171.99999990799893,2.9999995638069916,2.9999996252954384,0.0,1.5449254385577352E-6,5.484906642988107,117.08526691078056,171.52517744067043,2.0795511533465993,2.2830953516116463,0.21427398924007912,0.009867913697295776,6.065818786621094,0.0,-2.475201617926359E-4,1.210798291140236E-4,150.0,ACT-CLJ0922.1-0027,2.601948142847E-4,0.9379683476146132,0.0212725386144921,0.0057155921353452,3106.0366458168423,0.0065866060434162,1.0138791514846062,20.0,140.56432323200028,-0.4553388832479842,0.014053002,20.88,46.466347,0.15532626,7.56,5.32,66.0,9.44,8.15,54.6,09210-00260G,2,5.3664923,17.926226,g,1,5.000507,15.244,1998.6202,2451040.902049401,1.9027980887779254,2451038.244618056,2451042.27556713,5.369139808280669
ACT-CLJ1005.5+0235,172.0,164.0,3.0,4.0,151.38010468240785,2.5842908112811624,9.88829788894859E-5,7.26575272201841E-4,171.99999997427582,163.99999998749476,3.000000007263492,3.000000027543626,0.0,-8.366618996052558E-7,5.155106931498555,171.59059933199595,163.78698935385603,2.439153706771893,4.694809976937974,-0.29015369239685473,-0.006385639070569532,6.179855823516846,0.0,5.983590381219983E-5,1.1104641453130171E-4,162.0,ACT-CLJ1005.5+0235,3.043243642173E-4,0.976304624896452,-0.0426286641409592,0.0,3076.561755085842,-0.0044339043775381,1.026189968265596,20.0,151.38194951870977,2.5850556326771645,0.014053002,21.59,45.496826,0.1410531,8.7,3.84,30.4,10.68,6.82,26.1,10060+02360G,4,2.2328205,17.885426,g,0,99.0,99.0,1998.5397,2451011.465394126,0.8083482892801581,2451009.426331019,2451013.3942013895,7.183286914639599
ACT-CLJ1107.4+0121,66.0,158.0,4.0,7.0,166.9167362831097,1.3542815119955613,9.316496931428057E-4,0.0010500949248675668,65.99999996845082,158.0000000194879,3.00000009025872,3.0000003391200627,0.0,-1.2449907278124743E-6,2.354740582359407,63.35170041652088,156.12304194623675,4.4761506054123705,11.265480365486281,0.6899267642130714,-0.01318915683049164,1.9258164167404175,0.0,-2.0891005988232791E-4,2.867475268431008E-4,178.0,ACT-CLJ1107.4+0121,3.065064248478E-4,0.9724164976233124,-0.0207330643071584,0.0,3024.3840274204504,0.006670164542848,1.0380207300469042,20.0,166.91590338958315,1.350186138877714,0.78316164,1.06,0.9029629,0.15147537,5.28,0.0,61.0,7.77,3.8,54.8,11090+01180G,2,1.1435513,20.389067,g,0,99.0,99.0,1998.5659,2451021.040714436,0.8408429092322689,2451020.472268519,2451022.4393402785,15.044988045476297
ACT-CLJ1117.9-0211,162.0,156.0,2.0,6.0,169.498199463,-2.1872708830002807,5.8177643076130956E-5,8.287622378978682E-4,162.00000000098967,156.00000000098967,3.0000000036391534,2.9999999991390163,0.0,-2.796132475174711E-6,5.6998790929321625,162.5498055700428,156.55185163149847,2.453235783445534,2.3241419705146833,-0.024782971076442353,0.0148904013490839,6.203413486480713,0.0,4.958470235578716E-4,1.4041937538422644E-4,186.0,ACT-CLJ1117.9-0211,3.800630812397E-4,0.9932642662459396,0.011214161451459,0.0,3049.5353950432677,0.0233603997202349,1.0218720315046272,20.0,169.49903995254695,-2.1878750097990456,0.014053002,2.73,2.4988308,0.14494878,1.36,0.0,90.3,5.67,5.57,177.5,11180-02100G,2,0.18665868,19.648148,g,0,99.0,99.0,1998.6733,2451060.2679282413,0.0,2451060.2679282413,2451060.2701388896,3.7244998506712608
ACT-CLJ1125.7+0010,139.0,236.0,2.0,6.0,171.44412857603248,0.21912402200824535,7.51382882686013E-4,0.0017091736182170076,139.00000003404665,235.99999998949679,2.999999630683502,2.9999996664808974,0.0,-5.6988571320961074E-6,1.4758306613293617,102.6311330558463,238.95938785748234,24.54957974755626,13.446090987969612,2.5266284593501562,-0.03877423407441388,3.260174512863159,0.0,7.078032358549535E-4,3.718735242728144E-4,189.0,ACT-CLJ1125.7+0010,5.245375325204E-4,0.919684580361006,-0.0560847299815155,9.525986892242E-4,4135.673451198151,-0.0055527074707476,0.8078943640738443,20.0,171.44251563936072,0.22016111605501756,0.014053002,13.52,13.9784775,0.13869746,1.86,0.0,73.6,6.32,5.65,10.1,11270+00260G,3,0.6199379,17.120333,g,1,0.3737507,14.858,1998.6082,2451036.475265342,0.41330536180935207,2451035.3789930562,2451038.4303125003,6.903266861849169
ACT-CLJ1128.3-0058,139.0,199.0,2.0,6.0,172.0879291119299,-0.9613581663226202,4.2242824723964177E-4,0.0013580569710143658,138.99999984372465,198.99999989792263,3.0000004756820142,3.0000000975425705,0.0,1.3544168184834343E-5,2.286124919696379,134.32534212449926,209.4026620850974,12.5248944855511,9.157174457918472,0.10853302556564483,-0.005613482131431847,4.213650703430176,0.0,4.347577632870525E-4,2.7759314980357885E-4,191.0,ACT-CLJ1128.3-0058,5.925285302843E-4,0.9358567302910568,0.0324518701542575,0.0123837829599146,3857.668684011839,0.0256072990549148,0.8736730292543855,20.0,172.09060496894654,-0.961261080272025,0.014053002,13.08,13.243117,0.14611022,1.02,0.03,178.1,6.48,5.4,179.8,11270-00520G,0,99.0,99.0,-,0,99.0,99.0,1998.6393,2451047.843896731,1.3278834050425112,2451044.3015509266,2451048.361331019,9.638068728849646
ACT-CLJ1148.0-0234,102.0,119.0,3.0,4.0,177.05938394939153,-2.6014066722594,7.157530425161397E-4,9.83619313320867E-4,101.9999999943468,118.99999999832886,3.000000005042889,3.0000000065252728,0.0,-4.154427650716791E-6,5.894005955938358,101.34655636137285,118.933954747465,2.202580449960041,3.167452900951991,0.7138431077277891,-0.010015443797049814,7.111246109008789,0.0,4.5997684355825186E-4,1.5901592269074172E-4,201.0,ACT-CLJ1148.0-0234,2.129533395837E-4,0.9376597015999626,-0.0343920930359784,0.0,3590.166225035336,-0.0086615807242193,0.9376539077756196,20.0,177.05881626932214,-2.6020056008761974,0.014053002,60.16,108.29,0.14010222,7.92,1.61,115.7,9.72,6.4,120.7,11480-02360G,2,0.4236781,20.186089,g,0,99.0,99.0,1998.6821,2451063.469944014,1.083840534321192,2451061.3626620374,2451069.3107638895,2.9693172981975815
ACT-CLJ1152.2+0031,100.0,93.0,2.0,6.0,178.09250534740065,0.48261833213989186,8.99456559256987E-4,0.00171086284151834,99.99999963048624,92.99999960271936,2.999998431579078,2.999998781141727,0.0,-1.3221197484898163E-5,6.530513316644158,100.00170990005488,92.92121146911772,1.8410258345001886,4.038940540081339,0.7461121549643915,-0.026516267480286043,6.926898956298828,0.0,8.731636335141957E-4,2.5427874061279E-4,202.0,ACT-CLJ1152.2+0031,2.975960131588E-4,0.999316832914966,-0.0135314801725812,0.009525986892242,2925.4179020981064,-0.0127130409333001,1.0608316795693666,20.0,178.0888634376734,0.48263333302756006,0.016282696,1.68,1.5272727,0.15272804,2.7,0.0,67.2,6.29,4.97,49.9,11510+00260G,0,99.0,99.0,-,0,99.0,99.0,1998.6042,2451035.0349560166,0.8670061564637398,2451034.4515509265,2451036.4690856487,13.110521109391895
ACT-CLJ1152.2+0031,100.0,94.0,6.0,7.0,178.0925053504375,0.48317388736340344,8.922677217153191E-4,0.0015815937652424784,99.99999993020813,93.99999924846081,2.99999882994943,2.9999993960095077,0.0,-1.3154513887276431E-5,6.506682612544492,100.00012775006364,92.91639157524097,1.8438754794725365,4.043017867996391,0.7462244376281325,-0.026512824568702267,6.361034393310547,0.0,1.6665481962263584E-4,2.4664169177412987E-4,202.0,ACT-CLJ1152.2+0031,2.975960131588E-4,0.999316832914966,-0.0135314801725812,0.009525986892242,2925.4179020981064,-0.0127130409333001,1.0608316795693666,20.0,178.0922102303667,0.483319446874029,0.014053002,6.24,7.094224,0.15267052,3.68,0.0,78.6,6.62,5.94,62.3,11510+00260G,1,7.5198326,22.609385,s,0,99.0,99.0,1998.6041,2451035.0279209022,0.8665334115246314,2451034.4515509265,2451036.4690856487,1.1845982119568472
ACT-CLJ1203.9+0126,127.0,177.0,6.0,7.0,181.0080217930814,1.4446112358395593,3.6922309155695886E-4,0.0017359599114780359,126.99999960401802,176.9999998434945,2.9999999211408666,2.999999960437245,0.0,-6.643281481328563E-6,14.559588176778528,126.19204106764566,176.80655309980943,2.4718093880540954,3.05489972683847,-0.13925814216146593,-0.02155662282749108,15.293858528137207,0.0,4.8611313104629517E-5,1.1203356552869081E-4,210.0,ACT-CLJ1203.9+0126,3.054504308244E-4,1.079221333562355,-0.0501134028074888,0.0352605948557651,2878.528670754236,-0.0213212730899179,1.0962995629811707,20.0,181.00828117669928,1.4448333508670503,0.014053002,3.83,4.2686315,0.14159241,2.19,1.82,5.2,6.76,5.7,0.6,12030+01180G,1,0.30250168,15.193008,g,1,0.24949215,13.532,1998.5685,2451021.9910213323,10.000455697335097,2451018.4626620375,2451096.219907408,1.2291360537041591
ACT-CLJ1208.3+0254,237.0,98.0,2.0,4.0,182.04684273495812,2.8781261472391155,9.560051069316923E-4,0.0021984933981493387,236.99999923366062,97.99999902290995,2.9999951868044046,2.9999964464785713,0.0,-1.2545577801372507E-5,8.06139055518876,236.83437062526286,97.76496451443238,2.331816555276643,2.860489066732375,-0.4127037971387519,-0.03409913672417504,8.76279354095459,0.0,2.021344262175262E-4,2.5908637326210737E-4,213.0,ACT-CLJ1208.3+0254,3.075531125925E-4,0.993415592066617,-0.0259990313267446,0.0,2999.675539638892,-0.0750610981094841,1.025193395017257,20.0,182.04646993054124,2.878427838898256,0.014053002,11.09,12.338137,0.15126716,2.14,1.79,152.8,6.73,5.71,177.4,12090+03020G,1,0.83520037,11.945885,g,1,0.8655112,11.804,1998.5325,2451008.863163788,1.7239680981818717,2451006.512893519,2451012.489930556,1.7251872659399865
ACT-CLJ1210.2+0223,165.0,172.0,2.0,4.0,182.5746868561539,2.395007296828797,1.0123207071540705E-4,6.599063875547201E-4,164.99999998566108,171.99999995795147,2.999999941261114,2.999999991360963,0.0,2.8188396755883284E-6,5.057181825293328,165.54642736505804,171.61216786965147,2.3933279373237593,3.756784493601473,-0.7846982847807392,0.013945350594075675,6.107690811157227,0.0,1.6191948088817298E-4,1.1107570753665641E-4,214.0,ACT-CLJ1210.2+0223,2.997050028852E-4,0.9859095379986712,0.0161801111781397,0.0,3019.695240590176,0.0120449472770131,1.0386513945538385,20.0,182.57393811938462,2.3954638820261853,0.014053002,38.36,71.08327,0.13456845,9.15,1.72,18.4,11.12,5.76,16.1,12090+02360G,4,0.59447813,17.377728,g,1,0.86694294,14.801,1998.5398,2451011.5104383035,0.172422307121025,2451011.4800231485,2451012.489930556,3.155082444065554
ACT-CLJ1220.4-0240,207.0,144.0,2.0,3.0,185.07664188678584,-2.6825942918597945,4.699442600191987E-4,0.007238144144471753,206.99999513468973,143.99999516576722,2.9999918768977203,2.9999957248576226,0.0,-5.64451318451252E-6,45.269789152868114,206.70020503048104,143.6399717267445,2.6556727933600928,3.1624055865130503,-0.0640126557546545,-0.02423126887638874,40.04869842529297,0.0,-2.779909991659224E-4,1.377282023895532E-4,217.0,ACT-CLJ1220.4-0240,3.613845438604E-4,1.5637276143473502,0.0351608652159258,0.0,2913.9681088158814,-0.0290650876598568,1.07639619107563,20.0,185.07571346895523,-2.681561083007567,0.014053002,49.84,64.64426,0.1547494,3.89,2.43,141.8,7.34,6.11,163.7,12210-02360G,2,7.499548,21.384237,g,0,99.0,99.0,1998.6873,2451065.3664661073,2.9828527103063323,2451061.385358797,2451069.3315856485,4.998159912821694
ACT-CLJ1328.4-0038,112.0,236.0,2.0,4.0,202.14128944021502,-0.6031302762818765,8.65959013666616E-4,0.0018488060558399598,111.9999999964692,235.99999992846094,2.999999976118744,3.000000022900055,0.0,-4.675880916376922E-7,4.523689081118457,112.50732589094305,235.74483725771842,2.979269969262639,3.369866354796006,0.028561482836443407,-0.0049801363361852355,5.431830883026123,0.0,-7.658717804588377E-4,3.3881101990118623E-4,237.0,ACT-CLJ1328.4-0038,4.626603913602E-4,0.9289122338298568,-0.0482486174250715,0.004762993446121,3077.3393226152125,-0.0372616282775191,0.9848889428128286,20.0,202.14156948763573,-0.6053027834690486,0.014053002,9.56,9.991278,0.13514891,1.69,0.6,37.7,6.56,5.51,5.5,13300-00260G,1,0.11104269,21.24102,g,0,99.0,99.0,1998.6136,2451038.466332899,0.3162837365147306,2451036.534421297,2451038.5201388896,7.885730205818919
